Include,Exclusion reason,DOI,,Unique ID,Authors,Year,Country / Region,Funding source,Publication type,Design,Unit of assignment,Follow-up duration,Risk-of-bias tool used,Overall RoB judgment,Setting type,Population description,Baseline value,Sample size,Intervention category,Intervention category (broad),[AA] Intervention category (standardized),[JB] Intervention category (standardized),Intervention description,Core components,Intensity / dose,Implementation fidelity reported?,Implementation Description,Comparator / control condition,Estimation Method,Outcome name,Outcome Reference ,Outcome domain,Outcome definition / metric,[AA] Outcome Category (Standardized),[JB] Outcome Category (Standardized),[AA] Outcome—Intent (Standardized),[JB] Outcome—Intent (Standardized),Time point(s),Unit,Effect size,Standard Error,CI lower,CI upper,P-value,Raw data extracted,Direction of effect,Sub-groups analyzed?,Effect heterogeneity,Co-interventions / policy environment,Implementation barriers / facilitators,Notes ,Notes,JB Notes,AA check,Intervention class v1 - broad,Intervention class v2,Intervention class v3,Exclude
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U.S Mean monthly firearm mortality,...,firearm mortality,...,,,,,1999-2016 vs 2016-2021,,-0.9,N/A,-6.2,4.4,N/A,N/A,↓ beneficial,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10.1177/08862605211001474,177,Lynch 2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10.1097/TA.0000000000003056,178,Lyons 2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10.1007/s10865-019-00052-1,179,Lyons 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10.1016/j.jamcollsurg.2019.02.055,180,Madhavan 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10.1016/j.jue.2021.103387,181,MarkAnderson 2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10.7326/M17-1792,182,Matthay 2017,"Matthay, Galin, Rudolph, Farkas, Wintemute, Ahern ",2017,California/Nevada,"NIH, UC Berkeley, Heising-Simons Foundation",Journal Article,quasi-experimental,States,2005-2013,N/A,N/A,"Mixed (urban, suburban, rural)",Persons in California within driving distance of gun shows,"gun injuries per 100,000 persons in regions near Nevada shows","Total gun show exposure in final regression analyses, person weeks, California = 2,303,786,333 Nevada = 13,037,052",Gun shows,observational,,,"How do gun shows in California and Nevada impact rates of fire-arm related deaths, ED visits, and inpatient hospitalizations in California",Gun shows,915 shows between 2005 and 2013,Yes,They looked at historical data of all gun shows in California and Nevada during that time frame using published lists in the Big Show Journal,Firearm injury rates 2 weeks before shows; gun shows and nonfirearm injuries,Association With GunShows (After vs. Before) California,Firearm injury,Table 3,firearm injury,Rate Ratio of Firearm death or injury,,,,,2005-2015,,RR=0.99,N/A,0.97,1.02,p>.05; p=.55,15000/total population,↔ null,"yes, interpersonal violence",null effect;RR=1.00(0.97-1.03) p=0.94,N/A,N/A,,,,,Firearm policy / legal change,Other firearm policy/legal,System: policy change (access-restricting/regulatory),
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"yes, self-directed",null effect;RR=1.01(0.93-1.09) p=0.86,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"yes, unintentional",null effect; RR=0.98(0.93-1.02) p=0.32,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Association With GunShows (After vs. Before) Nevada,...,...,firearm injury,Rate Ratio of Firearm death or injury,,,,,...,,RR=1.69,N/A,1.16,2.45,p<.05; p=.006,14893/total population,↑ harmful,"yes, interpersonal violence",strong harmful effect; RR=2.23(1.01-4.89) p=0.046,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"yes, self-directed",non-significant increase;RR=1.52(0.79-2.91) p=0.21,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"yes, unintentional",non-significant increase;RR=1.53(0.86-2.74) p=0.147,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ratio of RRs AssociatedWith Nevada vs. California Gun Shows,...,...,firearm injury,Ratio of Rate Ratios,,,,,...,,Ratio of RR=1.70,N/A,1.17,2.57,p<.05; p=.006,N/A,↑ harmful,"yes, interpersonal violence",strong harmful effect; Ratio of RR=2.23(1.01-4.90) p=0.046,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"yes, self-directed","null effect; Ratio of RR=1.51(0.78,2.90) p=0.22",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"yes, unintentional",null effect; Ratio of RR=1.57(0.88-2.81) p=0.128,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10.1176/appi.ps.202000876,183,Matuskey 2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10.2105/AJPH.2013.310650,84,Matzopoulos 2014,Matzopoulos RG; Thompson ML; Myers JE,2014,South Africa,Medical Research Council of South Africa and provincial Departments of Health.,Journal article,retrospective population-based study,City,2001-2005,N/A,N/A,Urban,Population of 5 South African cities,homicide rate ratio,"37,067 firearm and non-firearm homicide cases",Policy,legislation,,,South Africa's Firearm Control Act passed in 2000,"licensing and competency, purpose-based licensing, prohibited firearms, renewal and compliance",N/A,N/A,N/A,Before legislation was passed,Generalized linear model with Poisson family ,generalized linear model homicide rate ratio estimates for selected covariates; year,Table 3,overall homicide mortality,Homicide rate ratio,,,,,2001-2005,,RR = 0.916,N/A,0.903,0.93,N/A,N/A,↔ null,N/A,N/A,"gradual stabilization following the end of apartheid, slowing rate of urbanization",N/A,N/A,,,,Firearm policy / legal change,Other firearm policy/legal,System: policy change (access-restricting/regulatory),
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...city;durban,...,overall homicide mortality,...,,,,,...,,RR =0.721,N/A,0.678,0.767,N/A,10118/37067 homicides,↓ beneficial,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...city;johannesburg,...,overall homicide mortality,...,,,,,...,,RR =0.525,N/A,0.492,0.561,N/A,9485/37067  homicides,↓ beneficial,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...city;port elizabeth,...,overall homicide mortality,...,,,,,...,,RR =0.802,N/A,0.741,0.868,N/A,3612/37067  homicides,↓ beneficial,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...city;pretoria,...,overall homicide mortality,...,,,,,...,,RR =0.28,N/A,0.26,0.301,N/A,2856/37067  homicides,↓ beneficial,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10.7196/SAMJ.2016.v106i6.10379,185,Matzopoulos 2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10.1097/TA.0b013e31823a4d75,186,McGuire 2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10.1080/15388220.2021.1930016,187,McMahon-Howard 2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10.1016/j.avb.2016.03.012,188,McPhedran 2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10.1007/s11524-016-0060-y,189,Milam 2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10.1016/j.amepre.2021.09.016,190,Miller 2022,Miller M; Zhang W; Rowhani-Rahbar A; Azrael D,2022,U.S.A,"Fund for a Safer Future, the Joyce Foundation, and the National Collaborative on Gun Violence Research.",Journal Article,web-based survey,Country,N/A,N/A,N/A,Mixed,"55,000 U.S adults recruited using address-based sampling methods to be representative of the U.S population",proportion of gun owners in CAP-NS vs. non CAP-NS states who had >/= 1 unlocked firearm,"55,000",Policy,legislation,,,CAP-NS laws,NAP-NS laws that seek to reduce pediatric firearm imjury by imposing sanctions on gun owners if children gain access to unlocked guns,N/A,N/A,N/A,non CAP-NS states,COME BACK TO,Proportion of gun owners who store any guns unlocked by CAP-NS law status and belief,Table 1,firearm behaviors and attitudes,proportion of gun owners who store any guns unlocked,,,,,N/A,,OR = 0.78,N/A,0.64,0.93,N/A,N/A,↓ beneficial,"yes;households with children, those who didn't know they had laws, those who did and had children in the house",N/A,N/A,"Wide CIs, limiting the extent to which inferences could be drawn for this important subgroup. estimates may be biased towards the null. ","after adjusting for potential confounders of the CAP-NS law–firearm storage relationship, gun owners in states with a CAP-NS law were not more likely to lock up all their firearms than were gun owners in states without CAP-NS laws.",,,,Firearm policy / legal change,Child access prevention / safe storage mandates,System: policy change (access-restricting/regulatory),
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10.1016/j.annemergmed.2020.02.007,191,Miller 2020,"Miller, M;  Salhi, C;  Barber, C;  Azrael, D;  Beatriz, E;  Berrigan, J;  Brandspigel, S;  Betz, ME;  Runyan, C",2020,"U.S.A, Colorado",American Foundation for Suicide prevention grant TBT-0-013015,Journal Article,Clustered stepped-wedge trial,Hospital sites,2 weeks after emergency department visit,N/A,N/A,Mixed,Caregivers of youths aged 10-17 treated for behavioral health concerns,Firearm storage percentage,575 caregivers,Lethal-means counseling,hospital-based,,,counseling by behavioral health clinicians on safer firearm and medication storage practices ,"training for clinicians on lethal means counseling, counseling caregivers on firearm and medication safety, distribution of free lockboxes and cable locks",brief counseling intervention delivered during ED visits,N/A,N/A,"Usual care practices, no delivery of lethal-means counseling",N/A,"Removing all guns, locking previously unlocked guns, unloading all previously loaded guns; model 1",Table 3,firearm behaviors and attitudes,proportion of caregivers who adjust gun storage practices post intervention,,,,,2 weeks post ED,,OR = 1.93,N/A,1.03,infinity,0.04,208,↑ harmful,N/A,N/A,N/A,"self reported data, low participation rate, limited power for firearm outcomes, study couldn't distinguish the effects of specific elements of the intervention","caregivers medication storage improved after a childs ED visit, and evidence is suggestive of the same for firearm storage",,,,Firearm policy / legal change,Other firearm policy/legal,System: policy change (access-restricting/regulatory),
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Removing all guns, locking previously unlocked guns, unloading all previously loaded guns; model 2",...,firearm behaviors and attitudes,...,,,,,...,,OR = 2.06,N/A,1.04,infinity,0.04,203,↑ harmful,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Removing all guns, locking previously unlocked guns, unloading all previously loaded guns; model 3",...,firearm behaviors and attitudes,...,,,,,...,,OR = 0.65,N/A,0.14,infinity,0.32,203,↓ beneficial,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Any post-ed visit change in Firearm or ammunition storage to reduce child's; model 1,...,firearm behaviors and attitudes,...,,,,,...,,OR = 1.82,N/A,1.06,infinity,0.03,208,↑ harmful,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Any post-ed visit change in Firearm or ammunition storage to reduce child's; model 2,...,firearm behaviors and attitudes,...,,,,,...,,OR = 2.15,N/A,1.19,infinity,0.02,203,↑ harmful,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Any post-ed visit change in Firearm or ammunition storage to reduce child's; model 3,...,firearm behaviors and attitudes,...,,,,,...,,OR = 0.85,N/A,0.24,infinity,0.42,203,↓ beneficial,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Post-ed visit increase in locking medications; model 1,...,firearm behaviors and attitudes,...,,,,,...,,OR = 2.88,N/A,2.11,infinity,<.001,557,↑ harmful,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Post-ed visit increase in locking medications; model 2,...,firearm behaviors and attitudes,...,,,,,...,,OR = 3,N/A,2.15,infinity,<.001,557,↑ harmful,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Post-ed visit increase in locking medications; model 3,...,firearm behaviors and attitudes,...,,,,,...,,OR = 1.96,N/A,1,infinity,0.049,557,↑ harmful,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10.1001/jamapediatrics.2020.3182,192,Moe 2020,Moe CA; Haviland MJ; Bowen AG; Rowhani-Rahbar A; Rivara FP,2020,U.S,State of Washington,Journal article,quasi-experimental cohort study,State,January 1 1995-December 31 2017,N/A,N/A,Mixed,Young adults aged 18-20 in the U.S,"firearm homicides per 100,000 population","35,860",Policy,legislation,,,"raising minimum age to purchase and/or possess a handgun to 21 years in 5 states (MA, MD, NJ, NY, WY)",Stricter minimum age laws for handgun purchase and possession,N/A,No,N/A,States that did not implement stricter minimum age laws after 1994 federal changes,Difference in Difference,Association of Minimum age laws with homicides perpetrated by young adults aged 18-20 years; firearm related homicide,Table 2,firearm homicide mortality,"homicide per 100,000",,,,,"November 7, 2019, to June 23, 2020",,IRR = 1.10,N/A,0.86,1.4,N/A,N/A,↔ null,"Yes, by state",N/A,"yes;other state firearm laws that may affect homicide rates; minimum ages, universal background checks to purchase a gun, etc.","informal channels of firearm acquisition, straw purchases, interstate trafficking, incompetent enforcement, limited data reporting",stricter state minimum age laws were not associated with significantly lower rates of young adult perpetrated homicide in states that adopted them compared with states that did not,,,,Other / unclear,Prohibited possessor / DV removal / age limits / ERPO-type,Other / unclear,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Association of Minimum age laws with homicides perpetrated by young adults aged 18-20 years; non-firearm related homicide,...,non-firearm homicide mortality,...,,,,,...,,IRR = 1.05,N/A,0.88,1.25,N/A,N/A,↔ null,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10.1519/JSC.0000000000002015,193,Monaghan 2017,Monaghan TP; Jacobson BH; Sellers JH; Estrada CA,2017,U.S,N/A,Journal article,randomized double-blind crossover,Individuals,1 week,N/A,N/A,Lab,accredited police officers aged 28-62 years old trained in handgun tactical marksmanship,accuracy of shot,10 participants,Behavioral;caffeinated energy drink,no intervention,,,consumption of a single does of energy shot,caffeine,single dose (57 ml),N/A,N/A,Placebo,repeated-measures ANOVA,Hand-arm aim steadiness: pre energy shot,Figure 1,firearm behaviors and attitudes,Mean error Frequency,,,,,before energy shot,,Mean = 34,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A, the ES group demonstrated significant (p ≤ 0.05) within group pre-to-posttest detrimental effect in the arm-hand aim steadiness after consumption of the ES. ,,,,Other / unclear,Other / unclear,Other / unclear,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hand-arm aim steadiness: post energy shot,...,firearm behaviors and attitudes,...,,,,,30 minutes after energy shot,,Mean = 40,6,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hand-arm aim steadiness: pre placebo,...,firearm behaviors and attitudes,...,,,,,before placebo,,Mean = 33,6,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hand-arm aim steadiness: post placebo,...,firearm behaviors and attitudes,...,,,,,30 minutes after placebo,,Mean = 33,6,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10.1542/hpeds.2019-0040,194,Monroe 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10.1136/ip-2023-045211,195,Morral 2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10.1097/EDE.0000000000001262,196,Morrison 2021,Morrison CN; Kaufman EJ; Humphreys DK; Wiebe DJ,2021,U.S,"National Institute on Alcohol ABuse and Alcoholism of the National Institutes of Health, award number K01AA02637",Journal article,Ecologic spatial panel design,County,"15 yearly panels, 2000-2014",N/A,N/A,Mixed,"3107 counties excluding D.C, Alaska, Hawaii",N/A,"46,605",Firearm laws,legislation,,,counts and composition of firearm laws within states and interstate firearm laws,"categories of laws including dealer laws, buyer laws, prohibitions for high-risk firearm possession, background checks, possession laws, concealed carry permitting, CAP, domestic violence",States had between 3 and 100 firearm laws,N/A,N/A,counties with varying levels of firearm laws and interstate firearm laws,Bayesian Conditional Autoregressive Poisson Model,Count of Firearm Homicides within-state firearm laws (count),Table 2,firearm homicide mortality,Firearm homicides x US counties,,,,,2000-2014,,IRR = 0.987,N/A,0.984,0.99,N/A,N/A,↓ beneficial,"yes; county demographics, human geography, type of law",background checks are most effective type of law; interaction between within-state and interstate laws suggests that the effectiveness of laws depends on the broader legal environment; posession laws in nearby states have strongest association with fewer firearm homicides,"social and criminal justice policies, such as state policy liberalism and state/local government policing expenditures, could confound associations between firearm laws and firearm homicides",enforcement and fidelity of certain laws (i.e background checks). Illegal firearm markets,,,,,Firearm policy / legal change,Other firearm policy/legal,System: policy change (access-restricting/regulatory),
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Count of Firearm Homicide Interstate firearm laws (gravity weighted),...,firearm homicide mortality,...,,,,,...,,IRR = 0.984,N/A,0.979,0.988,N/A,N/A,↓ beneficial,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Interaction term (within-state laws x interstate laws),...,firearm homicide mortality,...,,,,,...,,IRR = 1.019,N/A,1.013,1.028,N/A,N/A,↔ null,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10.2105/AJPH.2018.304752,197,Moyer 2019,"Moyer, R.; MacDonald, J.M.; Ridgeway, G.; Branas, C.C.",2019,"Philadelphia, PA, USA",NIH grant R01AA020331 and CDC grant R49CE002474,Journal Article,Cluster randomized control trial,City,April 2013-March 2015,N/A,N/A,Urban; vacant lots,Vacant lots in Philadelphia,Shooting rates per square kilometer,541 vacant lots,Community ,community-based,,,"greening intervention: removal of trash and debris, grading land, planting grass, installing wooden fences, regular maintenance. Mowing intervention: mowing grass and weeds, removing trash and debris, regular maintenance","trash removal, vegetation management, regular maintenance, greening",regular paintenance throughout the trial period,N/A,N/A,No intervention,Difference-in-difference,shootings during trial relative to baseline period; greening,Table 1,shootings,Shootings per square kilometer,,,,,pre to post intervention,,-6.80%,N/A,-10.6,-2.7,<.001,N/A,↓ beneficial,N/A,N/A,"yes; law enforcement, community efforts","Causalmechanisms, post-trial period, neighborhood dynamics","Remediating unkempt vacant lots with inexpensive, scalable methods significantly reduced firearm shooting incidents in Philadelphia. Other cities should experiment with similar place-based interventions to develop effective firearm violence–reduction strategies.",,,,Other / unclear,Other / unclear,Other / unclear,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shootings during trial relative to baseline period; mowing,....,shootings,...,,,,,...,,-9.20%,N/A,-13.2,-4.8,<.001,N/A,↓ beneficial,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DiD - Area based analysis(0-300m),greening intervention,Table 1,shootings,Shootings per square kilometer,,,,,pre to post intervention,,-10.60%,N/A,-20.2,0.2,0.05,N/A,↓ beneficial,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mowing intervention,....,shootings,....,,,,,...,,-8.40%,N/A,-19.1,3.8,0.17,N/A,↓ beneficial,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DiD - dispalcement zone (300-600m),greening intervention,Table 1,shootings,Shootings per square kilometer,,,,,pre to post intervention,,-3.30%,N/A,-11.6,5.8,0.47,N/A,↓ beneficial,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mowing intervention,....,shootings,...,,,,,...,,-13.60%,N/A,-22.1,-4.2,0.01,N/A,↓ beneficial,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10.1007/s11292-023-09601-w,198,Moyer 2023,"Moyer, R.A.",2023,"Philadelphia, PA, USA",Urban affairs coalition through a gran awarded by the commonwealth of pennsylvania department of community and economic development and funded by the pennsylvania general assembly,journal article,quasi-experimental stepped wedge,City,128 weeks,N/A,N/A,urban,group members involved in firearm violence,number of shootings per group-unit per week,113 group-units; 123 treated census tracts; 280 individual group members received direct contact with GVI,Violence reduction strategy,community-based,,,Group Violence Intervention (GVI) implemented through Mobile call-in team (MCIT) custom notifications and occasional call-in meetings,"social services, focused deterrence messaging, law enforcement sanctions, community-rooted messaging",group units received between 1 and 14 doses; censust racts received between 1 and 35 doses,N/A,N/A,pre-treatment periods for group-units and census tracts ,Poisson regression model,percentage of change in shootings per group-unit per week; 1 dose,Table 7,shootings,shootings per group unit per week,,,,,post-intervention,,-38.60%,N/A,-54.9,-16.3,0.01,N/A,↓ beneficial,N/A,N/A,"Social services, enforcement actions, collaboration between agencies","COVID-19, lmited study period, lack of RCT, limited call-in meetings, challenges in engaging group members, need for tailored approach",GVI associated with significant reductions in group member-involved firearm violence on both group and place dimensions,,,,Clinical counseling / screening,Clinical counseling / screening / decision support,Service: clinical counseling/screening (behavior change),
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,percentage of change in shootings per group-unit per week; 1 dose compared to 0,....,shootings,...,,,,,...,,-36.70%,N/A,-61,2.7,0.06,N/A,↓ beneficial,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,percentage of change in shootings per group-unit per week; 2 doses compared to 0,....,shootings,...,,,,,...,,-50.30%,N/A,-74.6,-2.5,0.04,N/A,↓ beneficial,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,percentage of change in shootings per group-unit per week; 3-5 doses compared to 0,....,shootings,...,,,,,...,,-35.50%,N/A,-69.2,34.9,0.24,N/A,↓ beneficial,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,percentage of change in shootings per group-unit per week; 6+ doses compared to 0,....,shootings,...,,,,,...,,-36.60%,N/A,-85.9,184.4,0.55,N/A,↓ beneficial,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Poisson regression model,percentage of change in shootings per census tract per week 1 dose,Table 8,shootings,shootings per group unit per week,,,,,post-intervention,,-25.50%,N/A,-46.1,3.3,0.08,,↓ beneficial,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,percentage of change in shootings per census tract per week 1-3 doses,....,shootings,...,,,,,...,,-15.60%,N/A,-52.2,49.2,0.56,,↓ beneficial,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,percentage of change in shootings per census tract per week 4-7 doses,....,shootings,...,,,,,...,,-51%,N/A,-71.9,-14.5,0.01,,↓ beneficial,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,percentage of change in shootings per census tract per week 8-12 doses,....,shootings,...,,,,,...,,-37.60%,N/A,-76.2,63.8,0.34,,↓ beneficial,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,percentage of change in shootings per census tract per week 12+ dose,....,shootings,...,,,,,...,,-31.70%,N/A,-93.2,588.1,0.75,,↓ beneficial,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
